title,createdAt,mergedAt,closedAt,reviewsCount,reviewDecision,reviewTimeHours
Filter Media into separate categories,2016-10-18T02:59:48Z,2016-10-18T13:10:41Z,2016-10-18T13:10:41Z,2,,10.18138888888889
News Tab Created NYTimes API added,2016-11-07T09:35:08Z,2016-11-08T17:57:20Z,2016-11-08T17:57:20Z,1,,32.37
[WIP] JSON,2016-12-29T08:59:31Z,,2017-06-05T02:34:07Z,2,,3785.576666666667
Update contributing guide,2017-03-02T17:41:31Z,2017-03-03T18:00:30Z,2017-03-03T18:00:30Z,1,,24.316388888888888
Discord API isn't only for bots,2017-03-30T14:10:14Z,2017-04-01T19:39:35Z,2017-04-01T19:39:35Z,1,,53.48916666666667
Parcel tracking,2017-04-18T17:44:35Z,2017-04-27T07:49:13Z,2017-04-27T07:49:13Z,2,,206.07722222222222
Added air quality data in the environment section,2017-04-20T02:11:23Z,2017-04-20T14:51:51Z,2017-04-20T14:51:51Z,1,,12.674444444444445
Use CI to generate JSON for all API entries,2017-05-25T15:55:49Z,2017-06-03T16:25:26Z,2017-06-03T16:25:26Z,1,,216.4936111111111
Bring JSON generation into master branch,2017-06-03T16:29:46Z,2017-07-03T03:55:22Z,2017-07-03T03:55:22Z,1,,707.4266666666666
Jekyll site with search feature,2017-07-05T06:19:14Z,,2017-08-02T17:35:53Z,1,,683.2775
Add Format Validation to CI,2017-07-10T05:50:06Z,2017-07-10T15:08:52Z,2017-07-10T15:08:52Z,2,,9.312777777777777
"Stormpath is closing, joined forces with okta.com",2017-07-26T19:26:46Z,2017-08-06T02:06:48Z,2017-08-06T02:06:48Z,2,,246.66722222222222
Updated APIs list with ADS-B flight data API,2017-07-27T19:05:28Z,2017-07-28T14:34:21Z,2017-07-28T14:34:21Z,1,,19.48138888888889
Build changes,2017-07-27T23:57:29Z,,2018-01-14T17:53:31Z,3,,4097.933888888889
Add wikidata link,2017-08-04T05:13:47Z,2017-08-04T16:55:46Z,2017-08-04T16:55:46Z,2,,11.699722222222222
Rename Data Access to Open Data,2017-08-05T21:01:01Z,2017-08-07T08:32:33Z,2017-08-07T08:32:33Z,1,,35.525555555555556
Add Pull Request and Issue Template,2017-08-06T16:03:58Z,2017-08-07T14:05:48Z,2017-08-07T14:05:49Z,1,,22.030555555555555
Graphloc,2017-08-11T13:38:11Z,2017-08-11T15:33:56Z,2017-08-11T15:33:56Z,2,,1.9291666666666667
Alpha website candidate,2017-08-17T03:58:48Z,2017-08-20T17:02:43Z,2017-08-20T17:02:43Z,6,,85.06527777777778
Add Addok API (French Address Search),2017-08-18T13:46:24Z,2017-08-24T14:37:06Z,2017-08-24T14:37:06Z,2,,144.845
"Adding lots of new resources, a couple new categories",2017-09-13T15:22:52Z,2017-09-13T19:26:35Z,2017-09-13T19:26:35Z,5,,4.061944444444444
Add PiXHost API to readme,2017-10-07T13:22:01Z,2017-10-24T14:34:21Z,2017-10-24T14:34:21Z,1,,409.2055555555556
Adding more apis,2017-10-13T19:12:41Z,2017-10-17T14:46:08Z,2017-10-17T14:46:08Z,20,,91.5575
Create Mock Data section,2017-10-16T21:20:29Z,2017-10-19T13:29:00Z,2017-10-19T13:29:00Z,2,,64.14194444444445
Add note about PR label in template,2017-10-24T14:32:49Z,,2017-10-25T14:43:08Z,2,,24.171944444444446
"JSON is auto-generated, don't touch",2017-10-26T07:49:54Z,2017-10-26T12:03:06Z,2017-10-26T12:03:06Z,1,,4.22
Add check to see if /json was changed,2017-10-26T15:17:12Z,2017-10-26T16:25:20Z,2017-10-26T16:25:20Z,1,,1.1355555555555557
Added Reed and changed Bungie,2017-11-19T09:29:30Z,2017-11-20T16:04:05Z,2017-11-20T16:04:05Z,2,,30.57638888888889
Update readme file,2018-03-20T16:23:29Z,,2018-05-06T23:03:53Z,1,,1134.6733333333334
Update README.md,2018-03-29T02:10:33Z,,2018-05-06T23:02:29Z,1,,932.8655555555556
Add Gitlab and edit Github APIs,2018-03-29T22:07:13Z,2018-04-10T23:46:47Z,2018-04-10T23:46:47Z,1,,289.65944444444443
Added Super Smash Bros. API,2018-04-24T21:48:58Z,,2018-05-22T20:20:42Z,1,,670.5288888888889
Added Whatsapp & crypto APIs,2018-06-06T11:10:31Z,,2018-07-01T14:01:56Z,2,,602.8569444444445
Adding Belgium Government Open Data,2018-06-11T15:09:21Z,2018-06-11T16:59:51Z,2018-06-11T16:59:51Z,1,,1.8416666666666666
Replace dead inqstats api by population.io api,2018-06-16T16:23:28Z,2018-07-13T02:44:33Z,2018-07-13T02:44:33Z,2,,634.3513888888889
Added Cloudmersive Natural Language Processing,2018-07-08T23:14:05Z,,2018-07-14T22:36:42Z,1,,143.37694444444443
Added Star Trek API,2018-07-31T18:48:36Z,2018-08-16T21:12:57Z,2018-08-16T21:12:57Z,2,,386.4058333333333
Add new news apis,2018-08-04T00:48:35Z,2018-08-16T21:13:18Z,2018-08-16T21:13:18Z,2,,308.41194444444443
Added CoinLayer API,2018-08-05T09:45:10Z,2018-09-04T02:14:14Z,2018-09-04T02:14:14Z,4,,712.4844444444444
Update Format Validator to support Title links,2018-08-12T22:58:30Z,,2018-09-10T01:42:47Z,1,,674.7380555555555
Add trash nothing,2018-08-14T20:04:55Z,2018-08-16T21:32:58Z,2018-08-16T21:32:58Z,1,,49.4675
more cryptocurrency apis,2018-11-17T01:05:01Z,2018-12-05T02:07:03Z,2018-12-05T02:07:03Z,4,,433.0338888888889
Add Evil Insult Generator,2019-01-05T09:57:52Z,2019-01-28T02:30:06Z,2019-01-28T02:30:06Z,2,,544.5372222222222
add RIDB API(open data section),2019-01-15T18:07:55Z,2019-01-28T02:32:03Z,2019-01-28T02:32:03Z,3,,296.40222222222224
Adding SlashTheAPIDog.com API to Animal APIs.,2019-01-31T23:20:29Z,,2019-07-05T20:22:57Z,2,,3717.041111111111
Add an entry for the Canadian Football League API.,2019-02-04T16:24:59Z,2019-02-18T17:26:24Z,2019-02-18T17:26:24Z,3,,337.0236111111111
Added Back To Index Link for all the sections to get a better readability,2019-02-06T08:55:27Z,2019-10-03T11:57:39Z,2019-10-03T11:57:39Z,1,,5739.036666666667
Update Petfinder API,2019-03-12T14:41:27Z,2019-10-03T12:03:10Z,2019-10-03T12:03:10Z,2,,4917.361944444445
Added Superhero API,2019-04-22T13:01:37Z,2019-10-23T13:34:18Z,2019-10-23T13:34:18Z,1,,4416.544722222222
Update README.md,2019-05-26T17:20:22Z,2020-10-10T06:46:45Z,2020-10-10T06:46:45Z,1,,12061.439722222221
Add World Trading Data API,2019-05-30T20:31:37Z,,2021-04-21T07:32:11Z,1,,16595.009444444444
Add Ziptastic,2019-06-02T20:32:06Z,2021-03-19T19:52:07Z,2021-03-19T19:52:07Z,1,,15743.333611111111
Add HolidayAPI.pl,2019-06-12T20:20:56Z,,2021-04-22T21:44:59Z,1,,16321.400833333333
Add Zestful API,2019-06-12T23:07:10Z,2021-03-23T01:48:41Z,2021-03-23T01:48:41Z,1,,15578.691944444445
"Add Smartcar API to the ""Vehicles"" category",2019-06-13T18:44:39Z,2019-08-12T13:41:09Z,2019-08-12T13:41:09Z,2,,1434.9416666666666
Removed Yahoo Weather API,2019-08-01T07:21:50Z,2019-08-01T08:43:11Z,2019-08-01T08:43:11Z,1,,1.3558333333333332
Add image-charts API,2019-08-26T13:42:09Z,2020-05-14T11:13:01Z,2020-05-14T11:13:01Z,1,,6285.514444444444
"Adding Jokes, numbers, QR code and random facts",2019-08-26T16:52:00Z,,2021-03-23T15:53:34Z,2,,13799.02611111111
Add Ipgeolocation into public apis,2019-08-30T10:04:08Z,,2021-03-23T16:01:59Z,1,,13709.964166666667
Update README: HaveIBeenPwned v2 to v3,2019-09-01T12:17:12Z,2019-10-06T09:27:18Z,2019-10-06T09:27:18Z,3,,837.1683333333333
(art): add Metropolitan Museum of Art,2019-09-05T03:36:45Z,,2021-04-18T09:05:16Z,1,,14189.475277777778
Add PageCDN API,2019-09-07T09:21:53Z,2021-03-23T01:08:18Z,2021-03-23T01:08:18Z,3,,13503.773611111112
Add jsDelivr API,2019-09-11T13:21:41Z,2021-03-20T18:19:56Z,2021-03-20T18:19:56Z,2,,13348.970833333333
Added Blockfacts.io to Cryptocurrency APIs,2019-09-13T10:37:04Z,2021-03-20T18:28:27Z,2021-03-20T18:28:27Z,1,,13303.85638888889
Add IPGEO API by TechnikNews,2019-09-18T18:33:55Z,,2021-03-23T16:40:41Z,1,,13246.112777777778
Added JokeAPI,2019-09-23T16:10:38Z,2019-10-03T11:15:57Z,2019-10-03T11:15:57Z,1,,235.0886111111111
"Add ""The Breaking Bad API""",2019-09-25T22:32:28Z,2019-10-02T12:28:03Z,2019-10-02T12:28:03Z,2,,157.92638888888888
Add owlbot dictionary API,2019-09-26T19:36:02Z,2019-10-06T09:16:45Z,2019-10-06T09:16:45Z,1,,229.6786111111111
Adding AbuseIPDB,2019-09-30T09:06:31Z,2019-10-02T14:22:50Z,2019-10-02T14:22:50Z,1,,53.27194444444444
Adding Deepcode,2019-09-30T17:22:38Z,2019-10-06T09:18:09Z,2019-10-06T09:18:09Z,6,,135.92527777777778
image to link api add :tada:,2019-10-01T18:34:58Z,,2021-08-27T22:45:51Z,1,,16708.18138888889
User,2019-10-01T20:35:25Z,,2021-03-23T18:22:56Z,1,,12933.791944444445
Add Quote Garden,2019-10-02T03:13:56Z,,2019-10-02T14:19:27Z,4,,11.091944444444444
Adding Bordeaux Metropole OpenData,2019-10-02T12:51:28Z,2019-10-02T15:50:38Z,2019-10-02T15:50:39Z,2,,2.986111111111111
"add Censys, with API doc link",2019-10-06T12:38:00Z,2019-10-07T11:13:49Z,2019-10-07T11:13:49Z,1,,22.596944444444443
add Trefle API,2019-10-07T08:50:42Z,2019-10-08T14:24:03Z,2019-10-08T14:24:03Z,1,,29.555833333333332
Add Nantes City open data,2019-10-07T09:42:06Z,2019-10-07T11:11:59Z,2019-10-07T11:11:59Z,2,,1.4980555555555555
Add Romanian Government Open Data,2019-10-08T09:01:40Z,2019-10-08T14:22:53Z,2019-10-08T14:22:53Z,2,,5.353611111111111
Add Lingua Robot API,2019-10-09T01:32:30Z,2019-10-09T17:29:04Z,2019-10-09T17:29:04Z,1,,15.942777777777778
Added entry for the Associated Press API,2019-10-09T16:05:47Z,2019-10-10T21:54:28Z,2019-10-10T21:54:28Z,1,,29.81138888888889
:arrow_up: add banco do brasil api,2019-10-09T19:55:08Z,,2021-04-25T21:35:44Z,3,,13537.676666666666
Add openSenseMap-API,2019-10-20T14:55:34Z,,2021-03-23T22:51:17Z,2,,12487.92861111111
Added SmartIP.io,2019-10-21T18:20:36Z,2019-10-29T21:09:31Z,2019-10-29T21:09:31Z,2,,194.81527777777777
Adds Lisbon public transportation info,2019-10-23T18:04:32Z,2019-11-13T06:05:38Z,2019-11-13T06:05:38Z,1,,492.0183333333333
add the lord of the rings API,2019-10-25T10:58:52Z,2019-10-30T10:45:42Z,2019-10-30T10:45:42Z,4,,119.78055555555555
Add Zero Width Shortener,2019-10-25T14:50:16Z,2021-03-23T23:09:58Z,2021-03-23T23:09:58Z,1,,12368.328333333333
Fixed broken link,2019-11-01T04:07:36Z,,2021-04-17T00:52:03Z,1,,12788.740833333333
Added flight data,2019-11-06T13:13:55Z,,2021-04-21T01:10:03Z,1,,12755.935555555556
Add Weather Hacks,2019-11-08T01:35:36Z,,2021-03-22T06:12:35Z,1,,12004.61638888889
Add Veriphone to data validation section,2019-11-16T17:08:14Z,2021-03-24T19:21:13Z,2021-03-24T19:21:13Z,1,,11858.216388888888
Add Europeana API (European Museums and Galleries Content),2019-11-27T17:33:06Z,2021-03-27T17:43:10Z,2021-03-27T17:43:10Z,1,,11664.167777777779
